City,City ID,Country,Longitude,Latitude,Temperature,Humidity,Cloudiness,Wind Speed
3996737,Rodolfo Sánchez Taboada,MX,-116.5667,31.7167,50.0,60,26,5.55
330534,Mīzan Teferī,ET,35.5833,6.9833,64.72,68,23,3.04
2123814,Leningradskiy,RU,178.4167,69.3833,1.51,93,100,12.03
1337607,Kudahuvadhoo,MV,72.8944,2.6708,83.44,69,96,7.11
2077895,Alice Springs,AU,133.8833,-23.7,69.8,46,100,16.11
2147756,Swan Hill,AU,143.5544,-35.3378,74.03,31,91,8.43
933186,Orapa,BW,25.3667,-21.2833,67.46,70,14,12.59
3386213,Touros,BR,-35.4608,-5.1989,75.2,88,20,3.44
4920986,Griffith,US,-87.4237,41.5284,36.39,80,1,9.22
5781993,Springville,US,-111.6107,40.1652,44.01,62,7,2.1
3420846,Qaqortoq,GL,-46.0333,60.7167,37.4,44,90,43.73
1504382,Kargasok,RU,80.8572,59.0556,13.87,92,98,9.98
2630299,Hofn,IS,-15.2082,64.2539,35.26,75,100,8.55
2063056,Port Augusta,AU,137.7667,-32.5,71.67,49,0,12.66
702477,Lyubech,UA,30.6569,51.7026,32.52,96,98,4.81
1510377,Belyy Yar,RU,91.3903,53.6039,8.6,66,0,6.71
1688781,City of San Pedro,PH,121.0167,14.35,84.74,70,75,3.44
1337619,Ugoofaaru,MV,73.0,5.6667,82.71,76,34,12.15
2346995,Biu,NG,12.1946,10.6129,71.83,67,29,11.16
6115187,Quesnel,CA,-122.5029,52.9999,30.2,80,90,10.36
4985180,Bay City,US,-83.8889,43.5945,27.91,63,1,9.1
2039557,Khasan,RU,130.6434,42.4308,44.38,75,66,13.33
6067747,Matagami,CA,-77.6328,49.7502,-4.0,77,75,11.5
1259385,Port Blair,IN,92.75,11.6667,84.2,84,20,6.91
57000,Hobyo,SO,48.5268,5.3505,80.06,79,100,17.9
2312895,Mbandaka,CD,18.2603,0.0487,71.92,96,100,3.58
3438102,Fuerte Olimpo,PY,-57.8738,-21.0415,75.94,78,81,4.54
2629833,Husavik,IS,-17.3389,66.0449,14.0,85,0,3.44
2399371,Makokou,GA,12.8642,0.5738,69.44,99,100,3.56
5955902,Fort Nelson,CA,-122.7002,58.8053,1.4,71,40,3.44
2122574,Ola,RU,151.2833,59.5833,10.56,83,67,4.36
2418596,Koundara,GN,-13.3,12.4833,68.97,67,8,3.96
4033557,Tautira,PF,-149.15,-17.7333,86.5,70,40,4.61
3939470,Huancavelica,PE,-74.9833,-12.7667,37.58,97,100,4.65
2020871,Lebedinyy,RU,125.5167,58.5167,1.26,90,100,17.2
6255012,Flinders,AU,150.8552,-34.5833,73.99,54,0,4.0
3470137,Belmonte,BR,-38.8828,-15.8631,73.4,88,20,2.3
1516048,Khovd,MN,91.6419,48.0056,20.28,23,100,4.76
4845585,Westport,US,-73.3579,41.1415,29.14,34,1,20.71
1253237,Verāval,IN,70.3667,20.9,83.48,37,0,9.62
5294810,Flagstaff,US,-111.6513,35.1981,32.74,55,1,11.5
3374888,Assomada,CV,-23.6833,15.1,66.2,72,0,9.22
1626703,Soe,ID,124.284,-9.8607,78.37,78,85,2.26
3388456,São José da Coroa Grande,BR,-35.1478,-8.8978,76.64,80,98,6.67
2171766,Charlestown,AU,151.6667,-32.95,71.49,76,73,11.36
1280037,Shache,CN,77.2406,38.4167,59.38,12,50,9.89
2525392,Capaci,IT,13.2393,38.1711,54.14,58,20,23.02
2083537,Wewak,PG,143.6268,-3.5534,84.47,73,99,6.53
2447513,Arlit,NE,7.3853,18.7369,71.22,16,0,6.93
5859699,College,US,-147.8028,64.8569,12.02,38,20,3.29
675223,Jimbolia,RO,20.7172,45.7914,44.4,100,40,12.66
1512223,Abalak,RU,68.5944,58.1286,11.89,94,97,8.46
5314245,Show Low,US,-110.0298,34.2542,33.4,75,90,17.27
2084442,Vanimo,PG,141.3028,-2.6741,84.47,74,99,7.45
1731248,Alugan,PH,125.4808,12.2188,83.41,74,18,9.91
4513583,Hamilton,US,-84.5333,39.1834,44.38,49,100,1.99
1861280,Itoman,JP,127.6694,26.1247,75.36,60,40,10.36
1855342,Nishihara,JP,127.7558,26.1842,75.31,30,40,10.36
3573374,The Valley,AI,-63.0578,18.217,75.99,73,20,2.3
5879400,Anchorage,US,-149.9003,61.2181,20.35,45,90,5.75
5870133,Nome,US,-165.4064,64.5011,19.17,93,90,14.97
5188140,Easton,US,-75.2207,40.6884,30.88,34,1,18.41
2121385,Severo-Kuril'sk,RU,156.125,50.6789,36.95,85,7,5.53
1699088,Muñoz,PH,120.9031,15.7161,89.6,51,75,9.22
5856516,‘Āhuimanu,US,-157.8378,21.4447,75.16,69,40,2.24
1626099,Sumenep,ID,113.8667,-7.0167,86.14,65,92,2.55
726050,Varna,BG,27.9167,43.2167,42.53,100,20,6.91
5850554,Makakilo City,US,-158.0858,21.3469,75.2,69,90,4.61
1506268,Gornopravdinsk,RU,69.9,60.05,12.18,94,96,8.68
423549,Rumonge,BI,29.4386,-3.9736,70.95,73,5,4.45
72181,Marzuq,YE,46.4667,14.4,66.11,37,72,0.78
2036933,Helong,CN,128.9972,42.5397,59.74,24,96,3.6
3125287,Cervo,ES,-7.4101,43.6702,34.0,100,7,1.01
645765,Muhos,FI,25.9931,64.808,32.0,93,90,3.44
1495586,Parabel',RU,81.4825,58.6978,10.0,94,80,8.41
2208655,Zalţan,LY,11.8665,32.947,57.09,71,53,4.63
2126682,Bilibino,RU,166.4372,68.0546,-10.84,92,100,5.06
2013279,Vostok,RU,135.8833,46.4856,47.53,69,0,2.28
904422,Mumbwa,ZM,27.0619,-14.9783,61.38,98,59,5.12
1263917,Māndal,IN,74.5667,25.45,82.83,18,34,6.13
157014,Kisanga,TZ,37.7034,-7.4362,71.62,90,2,1.63
3444201,Puerto Quijarro,BO,-57.7667,-17.7833,73.08,94,100,0.43
1784310,Zhongshu,CN,103.7667,24.5167,72.99,30,28,15.35
1496503,Noyabrsk,RU,75.4507,63.1994,15.82,92,100,12.68
6453316,Tromsø,NO,18.957,69.6496,31.46,86,75,3.44
3466980,Caravelas,BR,-39.2481,-17.7125,73.36,84,0,4.21
1722803,Buluang,PH,123.3425,13.3068,85.17,70,56,6.33
321191,Beyşehir,TR,31.7246,37.6773,44.22,84,100,4.7
371745,Kutum,SD,24.6667,14.2,63.5,11,0,3.74
927856,Livingstonia,MW,34.1063,-10.606,61.88,93,94,1.99
2065594,Mount Isa,AU,139.5,-20.7333,86.0,48,40,11.5
5972762,Hay River,CA,-115.7999,60.8156,3.2,78,100,12.66
699917,Nosivka,UA,31.5828,50.9315,34.12,98,100,6.22
211647,Lodja,CD,23.4333,-3.4833,69.66,96,100,0.89
686090,Asău,RO,26.4,46.4333,42.01,57,100,4.09
1808106,Hongjiang,CN,109.9956,27.11,76.73,67,35,13.91
1785036,Zhangye,CN,100.4517,38.9342,55.24,20,9,1.9
286245,Sur,OM,59.5289,22.5667,80.58,41,0,5.08
4752031,Charlottesville,US,-78.4767,38.0293,52.77,19,1,5.75
2022304,Khorinsk,RU,109.7726,52.1657,12.38,70,0,10.09
2270385,Camacha,PT,-16.3333,33.0833,60.8,72,20,6.91
3625710,Upata,VE,-62.3989,8.0086,73.0,95,83,3.0
777019,Vardø,NO,31.1107,70.3705,29.52,92,100,13.4
4032420,Neiafu,TO,-173.9833,-18.65,86.0,62,40,8.05
2194098,Ahipara,NZ,173.1667,-35.1667,68.9,77,69,4.25
3393536,Olinda,BR,-34.8553,-8.0089,78.8,69,40,10.36
512247,Pavino,RU,46.1414,59.1139,26.22,95,100,8.61
350550,Qena,EG,32.7183,26.1615,64.4,34,0,2.3
3838859,Río Gallegos,AR,-69.2181,-51.6226,50.0,87,0,4.61
1528998,Yumen,CN,97.2,40.2833,40.82,20,55,20.96
6050066,La Ronge,CA,-105.2842,55.1001,40.1,60,20,12.66
2017912,Plastun,RU,136.2939,44.7561,47.3,50,0,4.05
212902,Kindu,CD,25.95,-2.95,69.94,98,100,1.21
5528182,Pecos,US,-103.4932,31.4229,57.2,18,1,10.36
293842,Kiryat Gat,IL,34.7642,31.61,53.76,100,99,3.0
2412408,Nioro,GM,-15.75,13.35,70.56,22,0,5.28
1489656,Teya,RU,92.6267,60.3778,9.72,90,93,8.41
1526619,Aktas,KZ,72.9608,49.7789,-11.2,70,0,2.24
2017215,Sangar,RU,127.4739,63.9242,-0.62,88,89,14.41
2381972,Adrar,MR,-10.0711,20.5022,67.77,29,0,7.94
350203,Rosetta,EG,30.4164,31.4044,55.4,88,20,4.61
1491230,Sovetskiy,RU,63.5842,61.3614,9.05,92,49,8.46
3057692,Senec,SK,17.4004,48.2195,37.45,70,40,14.97
3578278,Vieux-Habitants,GP,-61.7659,16.0589,71.6,88,0,8.12
3446077,Três Pontas,BR,-45.5125,-21.3667,64.9,94,99,4.0
1503527,Khovu-Aksy,RU,93.6,51.1333,11.32,63,100,1.36
2264557,Ponta do Sol,PT,-17.1,32.6667,50.43,69,99,1.99
905846,Mpika,ZM,31.4529,-11.8343,60.01,97,78,3.94
2019118,Nizhniy Tsasuchey,RU,115.1333,50.5167,17.08,59,15,30.22
2455456,kimparana,ML,-4.9244,12.8347,73.4,21,0,7.74
1174451,Keti Bandar,PK,67.4497,24.1447,82.06,46,0,12.06
2031964,Darhan,MN,105.9228,49.4867,19.45,54,0,6.2
608271,Shubarkuduk,KZ,56.4872,49.1447,2.53,80,56,6.02
5935804,Dawson Creek,CA,-120.2362,55.7666,8.6,78,90,21.85
2258261,Dolisie,CG,12.6739,-4.1997,72.57,98,100,1.12
544084,Koslan,RU,48.8989,63.4564,20.8,96,100,5.84
3398931,Gilbués,BR,-45.3439,-9.8317,72.01,81,4,0.54
3547600,Mariel,CU,-82.7536,22.9875,66.09,82,0,3.44
2181625,Te Anau,NZ,167.7167,-45.4167,60.28,80,65,5.99
6538810,Capaccio Paestum,IT,15.0809,40.4244,39.99,87,0,1.99
3140301,Sandnessjøen,NO,12.6316,66.0217,33.89,100,90,1.14
3381041,Mana,GF,-53.7767,5.6592,76.17,87,100,9.1
3356832,Henties Bay,NA,14.2845,-22.116,61.0,95,21,7.27
3601402,Savannah Bight,HN,-85.85,16.45,78.01,87,0,1.99
1806466,Guangyuan,CN,105.823,32.442,62.37,76,0,1.99
1061412,Mananara,MG,49.7667,-16.1667,75.79,83,12,6.15
2441447,Maïné Soroa,NE,12.0241,13.2114,77.67,12,5,7.81
5666176,Miles City,US,-105.8406,46.4083,37.4,60,1,8.05
537541,Kvarkeno,RU,59.725,52.0833,1.27,88,28,5.17
2641519,Newtownards,GB,-5.6909,54.5924,45.19,87,90,4.61
3670218,San Andrés,CO,-81.7006,12.5847,80.6,74,20,10.36
1492566,Severo-Yeniseyskiy,RU,93.0408,60.3725,7.25,90,86,9.91
3412093,Vestmannaeyjar,IS,-20.2734,63.4427,40.66,87,100,21.09
5905393,Bonavista,CA,-53.1147,48.6499,23.25,93,100,2.3
2219235,Ubari,LY,12.7805,26.5921,54.63,70,11,11.5
4583057,Irmo,US,-81.1832,34.086,62.92,63,75,9.78
2101169,Aitape,PG,142.3475,-3.1374,83.48,81,100,6.8
3469169,Borda da Mata,BR,-46.1653,-22.2742,64.99,96,99,4.27
3430443,Necochea,AR,-58.7368,-38.5473,57.0,94,0,1.99
2446796,Bilma,NE,12.9164,18.6853,75.9,14,0,11.36
3654410,Manta,EC,-80.7333,-0.95,78.8,89,40,3.44
483650,Temyasovo,RU,58.1014,52.9933,8.6,52,67,11.18
50814,Wajid,SO,43.2471,3.8093,76.01,76,20,13.94
236524,Rafai,CF,23.9167,4.95,68.54,93,100,2.13
3461888,Guarapari,BR,-40.4975,-20.6667,77.0,83,0,2.3
1809159,Guye,CN,118.4167,39.7333,55.17,11,50,22.41
3447423,Soledade,BR,-52.5103,-28.8183,64.17,92,54,8.93
5150651,Clyde,US,-82.9752,41.3042,30.36,62,100,1.99
2013921,Ust-Kuyga,RU,135.6,70.0167,1.18,89,100,8.21
738803,Terme,TR,36.9739,41.2092,46.4,81,75,5.75
2012530,Zhigansk,RU,123.3711,66.7697,-13.86,73,1,5.73
752584,Akçakoca,TR,31.1162,41.0866,49.44,65,1,3.65
1024312,Mocuba,MZ,36.9856,-16.8392,70.39,99,53,2.62
3440777,Rocha,UY,-54.3333,-34.4833,58.6,90,0,2.42
2644605,Lerwick,GB,-1.1494,60.1545,41.0,87,40,9.22
2747595,Gemeente Schiedam,NL,4.3833,51.9167,42.93,93,90,10.36
5856195,Honolulu,US,-157.8583,21.3069,74.84,64,75,4.61
1855476,Nichinan,JP,131.3667,31.6,60.8,55,75,9.22
5513307,Sun Valley,US,-119.776,39.5963,44.33,18,40,25.32
328709,Shambu,ET,37.1,9.5667,58.95,49,66,3.11
3663495,Manoel Urbano,BR,-69.2597,-8.8389,73.0,98,100,1.86
3576765,Dennery,LC,-60.8879,13.8996,78.19,78,75,9.22
162627,Yabrūd,SY,36.6574,33.9674,48.99,71,40,3.44
2246901,Oussouye,SN,-16.5469,12.485,71.56,88,0,5.55
2319257,Wamba,NG,8.6,8.9333,71.56,72,55,1.77
4031742,Egvekinot,RU,-179.1667,66.3167,5.54,97,100,1.48
3870282,Talcahuano,CL,-73.1167,-36.7167,55.4,94,90,5.75
2136825,Isangel,VU,169.2667,-19.55,78.8,94,75,7.25
